Datetime,Close,High,Low,Open,Volume
2025-12-31 14:30:00,271.8900146484375,273.67999267578125,271.760009765625,273.3599853515625,3678508
2025-12-31 16:00:00,272.6700134277344,272.79998779296875,271.9049072265625,271.9200134277344,2237074
2025-12-31 17:30:00,273.2950134277344,273.3299865722656,272.54998779296875,272.6600036621094,2151991
2025-12-31 19:00:00,272.0799865722656,273.42999267578125,271.9599914550781,273.2799987792969,2167768
2025-12-31 20:30:00,271.8399963378906,272.75,271.75,272.0899963378906,2509865
2026-01-02 14:30:00,270.6499938964844,277.8247985839844,270.6000061035156,272.0,9846745
2026-01-02 16:00:00,270.1499938964844,270.9599914550781,269.1099853515625,270.6499938964844,4259751
2026-01-02 17:30:00,269.40008544921875,270.4800109863281,269.0199890136719,270.17999267578125,2693924
2026-01-02 19:00:00,270.510009765625,270.8399963378906,269.29998779296875,269.40728759765625,3213619
2026-01-02 20:30:00,270.9800109863281,271.04998779296875,270.3500061035156,270.5299987792969,2650904
2026-01-05 14:30:00,269.0199890136719,271.3599853515625,267.8599853515625,270.7149963378906,8886325
2026-01-05 16:00:00,266.9700012207031,269.3500061035156,266.9200134277344,269.0199890136719,4508085
2026-01-05 17:30:00,267.0199890136719,267.8900146484375,266.7701110839844,266.989990234375,3547089
2026-01-05 19:00:00,267.0190124511719,267.3500061035156,266.1400146484375,267.0299987792969,4150409
2026-01-05 20:30:00,267.260009765625,267.739990234375,266.45001220703125,267.0299987792969,2894622
2026-01-06 14:30:00,263.8550109863281,267.00799560546875,263.0299987792969,267.00799560546875,9836535
2026-01-06 16:00:00,262.8846130371094,263.8500061035156,262.2099914550781,263.8500061035156,6312179
2026-01-06 17:30:00,262.8900146484375,263.79998779296875,262.4901123046875,262.8900146484375,3589093
2026-01-06 19:00:00,262.82000732421875,263.0150146484375,262.260009765625,262.9200134277344,4209040
2026-01-06 20:30:00,262.42498779296875,262.9601135253906,262.3999938964844,262.8299865722656,2355864
2026-01-07 14:30:00,261.9898986816406,263.67999267578125,261.2099914550781,263.2699890136719,9257773
2026-01-07 16:00:00,262.3599853515625,262.57000732421875,260.9100036621094,261.989990234375,5012539
2026-01-07 17:30:00,262.010009765625,262.70001220703125,261.0799865722656,262.3699951171875,4299121
2026-01-07 19:00:00,261.3299865722656,262.5199890136719,261.260009765625,262.0249938964844,3893811
2026-01-07 20:30:00,260.3599853515625,261.3299865722656,259.82000732421875,261.3299865722656,4547776
2026-01-08 14:30:00,256.69000244140625,257.7699890136719,255.6999969482422,256.375,12543540
2026-01-08 16:00:00,256.7090148925781,258.6000061035156,255.97000122070312,256.70001220703125,5699716
2026-01-08 17:30:00,256.93499755859375,257.6300048828125,256.5979919433594,256.6900939941406,3373698
2026-01-08 19:00:00,258.2799987792969,258.3299865722656,256.29998779296875,256.9200134277344,5011935
2026-01-08 20:30:00,259.05999755859375,259.2799987792969,257.9601135253906,258.2799987792969,3213685
2026-01-09 14:30:00,257.7699890136719,260.0,256.2200927734375,259.07501220703125,8739021
2026-01-09 16:00:00,258.92999267578125,259.05499267578125,256.7663879394531,257.7749938964844,5038447
2026-01-09 17:30:00,259.4800109863281,259.5400085449219,258.2401123046875,258.9100036621094,3135022
2026-01-09 19:00:00,259.9649963378906,260.2099914550781,259.3800048828125,259.4750061035156,3742770
2026-01-09 20:30:00,259.3500061035156,260.05499267578125,258.95001220703125,259.95001220703125,2303687
2026-01-12 14:30:00,259.3900146484375,261.29998779296875,256.79998779296875,259.4100036621094,10268586
2026-01-12 16:00:00,260.60931396484375,261.1099853515625,259.1600036621094,259.3999938964844,4226521
2026-01-12 17:30:00,260.4100036621094,261.29998779296875,260.29998779296875,260.6000061035156,3001666
2026-01-12 19:00:00,260.9700012207031,261.19000244140625,260.19000244140625,260.3999938964844,3787292
2026-01-12 20:30:00,260.2099914550781,261.1300048828125,260.010009765625,260.9599914550781,2380012
2026-01-13 14:30:00,259.92999267578125,261.80999755859375,258.8999938964844,258.8999938964844,9951115
2026-01-13 16:00:00,260.8399963378906,261.1600036621094,259.6199951171875,259.94000244140625,3620197
2026-01-13 17:30:00,259.9599914550781,261.44000244140625,259.760009765625,260.8500061035156,3114282
2026-01-13 19:00:00,259.0199890136719,260.0899963378906,258.7601013183594,259.9599914550781,8499277
2026-01-13 20:30:00,261.04998779296875,261.20001220703125,258.8399963378906,259.010009765625,12843144
2026-01-14 14:30:00,258.0710144042969,261.80999755859375,257.8599853515625,259.489990234375,6848581
2026-01-14 16:00:00,257.3800048828125,258.95001220703125,256.7099914550781,258.07000732421875,3611576
2026-01-14 17:30:00,258.0,258.1000061035156,256.9100036621094,257.3900146484375,2470959
2026-01-14 19:00:00,259.9700012207031,259.9800109863281,257.510009765625,257.989990234375,3355159
2026-01-14 20:30:00,259.95001220703125,260.6000061035156,258.6841125488281,259.9800109863281,14485668
2026-01-15 14:30:00,259.92999267578125,261.0299987792969,259.19000244140625,260.6499938964844,6540187
2026-01-15 16:00:00,259.3299865722656,260.6300048828125,259.29998779296875,259.9599914550781,3423855
2026-01-15 17:30:00,259.2300109863281,259.75,258.0,259.3399963378906,3286779
2026-01-15 19:00:00,257.6700134277344,259.2200012207031,257.04998779296875,259.2200012207031,4348050
2026-01-15 20:30:00,258.3299865722656,258.3800048828125,257.1099853515625,257.6575012207031,2733911
2026-01-16 14:30:00,256.5799865722656,258.8999938964844,256.05999755859375,257.8800048828125,12603289
2026-01-16 16:00:00,255.8300018310547,256.8699951171875,255.82000732421875,256.57000732421875,4263066
2026-01-16 17:30:00,256.54998779296875,256.8500061035156,254.92999267578125,255.8300018310547,5043552
2026-01-16 19:00:00,256.17999267578125,257.1499938964844,255.9149932861328,256.5400085449219,4023390
2026-01-16 20:30:00,255.47999572753906,256.4725036621094,255.1300048828125,256.1700134277344,3511559
2026-01-20 14:30:00,251.5500030517578,254.7899932861328,250.85000610351562,252.50999450683594,11019244
2026-01-20 16:00:00,250.55999755859375,252.1300048828125,250.35000610351562,251.57000732421875,4112700
2026-01-20 17:30:00,248.52999877929688,250.6999969482422,248.24119567871094,250.52000427246094,4641762
2026-01-20 19:00:00,245.4600067138672,248.67999267578125,245.0800018310547,248.5399932861328,7645785
2026-01-20 20:30:00,246.69000244140625,246.92999267578125,243.4199981689453,245.4600067138672,10059596
2026-01-21 14:30:00,248.14500427246094,248.75,246.0800018310547,248.7100067138672,9149276
2026-01-21 16:00:00,245.8300018310547,248.2899932861328,245.19000244140625,248.16990661621094,5409919
2026-01-21 17:30:00,246.125,246.47000122070312,245.5,245.82009887695312,2990700
